experiment,model,ablation,feature_bundle,seed,max_lag,seq_features,best_epoch,train_years,val_years,test_years,proxy_static_cross_section_degenerate,target_entity_mean_degenerate,zero_variance_proxy_static_columns,summary_path,test_mse,test_mae,test_r2,test_r2_delta_vs_train_mean,test_r2_delta_vs_entity_mean,test_r2_delta_vs_persistence,test_r2_delta_vs_panel_ols,test_r2_delta_vs_grouped_ardl,test_kstar_mean,test_kstar_std,test_kstar_proxy_spearman_adjusted_rho,test_kstar_proxy_mean_spearman_adjusted_rho,test_lag_gate_sensitivity_range,test_omega_entropy_mean,test_omega_top1_share,test_proxy_recon_r2,test_proxy_anchor_recon_r2,test_baseline_grouped_ardl_r2,test_baseline_grouped_ardl_effective_lag_mean
multiseq_overlap_region_proxy_no_recon_regularization_seed12,cmdl,no_recon_regularization,multiseq_overlap_region_proxy,12,2,6,10,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_no_recon_regularization_seed12\summary.json,28.3938794383183,5.322116208927972,0.0,0.0,0.0,0.0,0.0,0.0,1.8120272159576416,2.2396312982410808e-06,-0.0,-0.0,5.841255187988281e-06,0.4832701590965713,1.0,0.34181206358201965,0.4197020190382633,0.0,1.5102827032054373
multiseq_overlap_region_proxy_no_recon_regularization_seed13,cmdl,no_recon_regularization,multiseq_overlap_region_proxy,13,2,6,10,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_no_recon_regularization_seed13\summary.json,29.65234782530861,5.436061972663516,0.0,0.0,0.0,0.0,0.0,0.0,1.8106834888458252,0.00043258156314203525,-0.5324675324675324,-0.5389610389610389,0.0012598037719726562,0.48522971879648924,1.0,0.15930970187821625,0.12865491652582794,0.0,1.5102827032054373
multiseq_overlap_region_proxy_no_recon_regularization_seed14,cmdl,no_recon_regularization,multiseq_overlap_region_proxy,14,2,6,12,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_no_recon_regularization_seed14\summary.json,30.89313317476813,5.546007184755235,0.0,0.0,0.0,0.0,0.0,0.0,1.0787006616592407,1.281964187467236e-07,-0.0,-0.0,2.384185791015625e-07,0.2755844437529728,1.0,0.04433255586209184,0.030216595535443536,0.0,1.5102827032054373
multiseq_overlap_region_proxy_no_recon_regularization_seed15,cmdl,no_recon_regularization,multiseq_overlap_region_proxy,15,2,6,4,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_no_recon_regularization_seed15\summary.json,30.26261469436135,5.485356421697707,0.0,0.0,0.0,0.0,0.0,0.0,1.0768972635269165,4.1714561714158375e-08,-0.0,-0.0,1.1920928955078125e-07,0.2711252226379377,1.0,0.21271945656520605,0.001758621490551171,0.0,1.5102827032054373
multiseq_overlap_region_proxy_no_recon_regularization_seed16,cmdl,no_recon_regularization,multiseq_overlap_region_proxy,16,2,6,7,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_no_recon_regularization_seed16\summary.json,27.06721464024092,5.189999725137438,0.0,0.0,0.0,0.0,0.0,0.0,1.0741437673568726,7.940795739512539e-07,-0.0,-0.0,2.5033950805664062e-06,0.26422805959780593,1.0,0.23587102916694966,0.004779487654115955,0.0,1.5102827032054373
multiseq_overlap_region_proxy_no_recon_regularization_seed17,cmdl,no_recon_regularization,multiseq_overlap_region_proxy,17,2,6,10,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_no_recon_regularization_seed17\summary.json,24.59832845397435,4.950821768669855,0.0,0.0,0.0,0.0,0.0,0.0,1.8137439489364624,2.437490879787617e-06,-0.0,-0.0,7.152557373046875e-06,0.48074859967928674,1.0,0.49324801386471084,0.6284364142617573,0.0,1.5102827032054373
multiseq_overlap_region_proxy_no_recon_regularization_seed18,cmdl,no_recon_regularization,multiseq_overlap_region_proxy,18,2,6,25,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_no_recon_regularization_seed18\summary.json,30.549059205787383,5.519842632469677,0.0,0.0,0.0,0.0,0.0,0.0,1.151776671409607,0.20352550772205283,0.47402597402597396,0.46753246753246747,0.6403024196624756,0.31214542046577637,0.9047619047619048,0.4231131216502562,0.5026068954009346,0.0,1.5102827032054373
multiseq_overlap_region_proxy_no_recon_regularization_seed19,cmdl,no_recon_regularization,multiseq_overlap_region_proxy,19,2,6,9,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_no_recon_regularization_seed19\summary.json,32.80850894102117,5.711297697964168,0.0,0.0,0.0,0.0,0.0,0.0,1.492232322692871,0.3612222953859742,0.07142857142857142,-0.16103896103896104,0.7468332052230835,0.39597860447814043,0.5714285714285714,0.26548383925266356,0.0024660774768343607,0.0,1.5102827032054373
multiseq_overlap_region_proxy_no_recon_regularization_seed2,cmdl,no_recon_regularization,multiseq_overlap_region_proxy,2,2,6,9,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_no_recon_regularization_seed2\summary.json,28.12285567047192,5.290773576923779,0.0,0.0,0.0,0.0,0.0,0.0,1.074209213256836,8.720608833708774e-08,-0.0,-0.0,2.384185791015625e-07,0.26439340650045984,1.0,0.3699305576434311,0.7018151512421891,0.0,1.5102827032054373
multiseq_overlap_region_proxy_no_recon_regularization_seed3,cmdl,no_recon_regularization,multiseq_overlap_region_proxy,3,2,6,14,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_no_recon_regularization_seed3\summary.json,29.265365022285216,5.405257117180597,0.0,0.0,0.0,0.0,0.0,0.0,1.8197569847106934,0.001560431921669545,-0.45194805194805193,-0.5272727272727272,0.003098607063293457,0.47175376857880086,1.0,0.11056179004890565,0.2911973669505298,0.0,1.5102827032054373
multiseq_overlap_region_proxy_no_recon_regularization_seed4,cmdl,no_recon_regularization,multiseq_overlap_region_proxy,4,2,6,9,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_no_recon_regularization_seed4\summary.json,24.47742762325342,4.943252427237375,0.0,0.0,0.0,0.0,0.0,0.0,1.8225919008255005,8.245956500072653e-05,0.8077922077922077,0.851948051948052,0.0002576112747192383,0.46744040744028714,1.0,0.1498953691642111,0.3812072733847507,0.0,1.5102827032054373
multiseq_overlap_region_proxy_no_recon_regularization_seed5,cmdl,no_recon_regularization,multiseq_overlap_region_proxy,5,2,6,8,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_no_recon_regularization_seed5\summary.json,36.91247168417387,6.051742212403388,0.0,0.0,0.0,0.0,0.0,0.0,1.813175916671753,4.171456171415836e-08,-0.0,-0.0,0.0,0.4815848325578405,1.0,0.11000383675317323,0.1459500289861887,0.0,1.5102827032054373
multiseq_overlap_region_proxy_no_recon_regularization_seed6,cmdl,no_recon_regularization,multiseq_overlap_region_proxy,6,2,6,11,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_no_recon_regularization_seed6\summary.json,26.504205565180314,5.13715793689092,0.0,0.0,0.0,0.0,0.0,0.0,1.0786386728286743,7.859371450616771e-06,0.24488471574112525,0.1182202075991639,1.6689300537109375e-05,0.2754318920329394,1.0,0.34065120646891706,0.0096173349678218,0.0,1.5102827032054373
multiseq_overlap_region_proxy_no_recon_regularization_seed7,cmdl,no_recon_regularization,multiseq_overlap_region_proxy,7,2,6,11,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_no_recon_regularization_seed7\summary.json,27.748341438313837,5.260829404706047,0.0,0.0,0.0,0.0,0.0,0.0,1.072987675666809,5.927666020260135e-07,-0.0,-0.0,1.6689300537109375e-06,0.26129960453328677,1.0,0.21740265781273815,0.14729833694599015,0.0,1.5102827032054373
multiseq_overlap_region_proxy_no_recon_regularization_seed8,cmdl,no_recon_regularization,multiseq_overlap_region_proxy,8,2,6,31,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_no_recon_regularization_seed8\summary.json,30.450453848794197,5.508758106401989,0.0,0.0,0.0,0.0,0.0,0.0,1.0751553773880005,1.062000759094653e-07,-0.0,-0.0,2.384185791015625e-07,0.2667747557153068,1.0,0.2800931775552869,0.5373367599281261,0.0,1.5102827032054373
multiseq_overlap_region_proxy_no_recon_regularization_seed9,cmdl,no_recon_regularization,multiseq_overlap_region_proxy,9,2,6,11,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_no_recon_regularization_seed9\summary.json,26.363830195924947,5.131708738349733,0.0,0.0,0.0,0.0,0.0,0.0,1.8204821348190308,5.973155810931026e-07,-0.0,-0.0,1.9073486328125e-06,0.4706614969087789,1.0,0.044452010549995334,0.07207724869988852,0.0,1.5102827032054373
multiseq_overlap_region_proxy_plain_lstm_seed0,plain_lstm,none,multiseq_overlap_region_proxy,0,2,6,10,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_plain_lstm_seed0\summary.json,26.984347363464323,5.186793775785537,0.0,0.0,0.0,0.0,0.0,0.0,1.452380895614624,0.1467717619754518,0.4554297618102968,0.4286397758214558,,0.6271331809072654,1.0,,,0.0,1.5102827032054373
multiseq_overlap_region_proxy_plain_lstm_seed1,plain_lstm,none,multiseq_overlap_region_proxy,1,2,6,7,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_plain_lstm_seed1\summary.json,29.767302507856936,5.444539284422284,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,,0.6931471805599453,1.0,,,0.0,1.5102827032054373
multiseq_overlap_region_proxy_plain_lstm_seed10,plain_lstm,none,multiseq_overlap_region_proxy,10,2,6,8,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_plain_lstm_seed10\summary.json,31.1345753527512,5.565859289751167,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,,0.6931471805599453,1.0,,,0.0,1.5102827032054373
multiseq_overlap_region_proxy_plain_lstm_seed11,plain_lstm,none,multiseq_overlap_region_proxy,11,2,6,40,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_plain_lstm_seed11\summary.json,34.9162082523105,5.899017805677085,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,,0.6931471805599453,1.0,,,0.0,1.5102827032054373
multiseq_overlap_region_proxy_plain_lstm_seed12,plain_lstm,none,multiseq_overlap_region_proxy,12,2,6,13,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_plain_lstm_seed12\summary.json,27.094566959274783,5.197984444243567,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,,0.6931471805599453,1.0,,,0.0,1.5102827032054373
multiseq_overlap_region_proxy_plain_lstm_seed13,plain_lstm,none,multiseq_overlap_region_proxy,13,2,6,8,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_plain_lstm_seed13\summary.json,33.660946721565175,5.792081704629319,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,,0.6931471805599453,1.0,,,0.0,1.5102827032054373
multiseq_overlap_region_proxy_plain_lstm_seed14,plain_lstm,none,multiseq_overlap_region_proxy,14,2,6,10,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_plain_lstm_seed14\summary.json,27.797473587714517,5.261430912784168,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,,0.6931471805599453,1.0,,,0.0,1.5102827032054373
multiseq_overlap_region_proxy_plain_lstm_seed15,plain_lstm,none,multiseq_overlap_region_proxy,15,2,6,11,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_plain_lstm_seed15\summary.json,27.133589380682906,5.20394493000848,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,,0.6931471805599453,1.0,,,0.0,1.5102827032054373
multiseq_overlap_region_proxy_plain_lstm_seed16,plain_lstm,none,multiseq_overlap_region_proxy,16,2,6,15,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_plain_lstm_seed16\summary.json,29.083293741048735,5.389978356304622,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,,0.6931471805599453,1.0,,,0.0,1.5102827032054373
multiseq_overlap_region_proxy_plain_lstm_seed17,plain_lstm,none,multiseq_overlap_region_proxy,17,2,6,10,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_plain_lstm_seed17\summary.json,29.41379279650093,5.409023679438091,0.0,0.0,0.0,0.0,0.0,0.0,1.4443308115005493,0.1485642999965294,-0.18251489887592276,-0.1622354656674869,,0.6243570375556055,1.0,,,0.0,1.5102827032054373
multiseq_overlap_region_proxy_plain_lstm_seed18,plain_lstm,none,multiseq_overlap_region_proxy,18,2,6,15,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_plain_lstm_seed18\summary.json,30.756909727448015,5.538133943364734,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,,0.6931471805599453,1.0,,,0.0,1.5102827032054373
multiseq_overlap_region_proxy_plain_lstm_seed19,plain_lstm,none,multiseq_overlap_region_proxy,19,2,6,9,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_plain_lstm_seed19\summary.json,27.900238594755084,5.275199534282798,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,,0.6931471805599453,1.0,,,0.0,1.5102827032054373
multiseq_overlap_region_proxy_plain_lstm_seed2,plain_lstm,none,multiseq_overlap_region_proxy,2,2,6,11,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_plain_lstm_seed2\summary.json,29.229458838238088,5.401803487823123,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,,0.6931471805599453,1.0,,,0.0,1.5102827032054373
multiseq_overlap_region_proxy_plain_lstm_seed3,plain_lstm,none,multiseq_overlap_region_proxy,3,2,6,12,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_plain_lstm_seed3\summary.json,31.651346032304073,5.619434778179441,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,,0.6931471805599453,1.0,,,0.0,1.5102827032054373
multiseq_overlap_region_proxy_plain_lstm_seed4,plain_lstm,none,multiseq_overlap_region_proxy,4,2,6,38,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_plain_lstm_seed4\summary.json,30.338182354560246,5.499618452219736,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,,0.6931471805599453,1.0,,,0.0,1.5102827032054373
multiseq_overlap_region_proxy_plain_lstm_seed5,plain_lstm,none,multiseq_overlap_region_proxy,5,2,6,9,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_plain_lstm_seed5\summary.json,24.930158808620305,4.984294247059595,0.0,0.0,0.0,0.0,0.0,0.0,1.4970788955688477,0.013063423834822143,0.22156468376279892,0.1846372364689991,,0.6927879047040999,1.0,,,0.0,1.5102827032054373
multiseq_overlap_region_proxy_plain_lstm_seed6,plain_lstm,none,multiseq_overlap_region_proxy,6,2,6,7,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_plain_lstm_seed6\summary.json,30.21630272825404,5.491986953076863,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,,0.6931471805599453,1.0,,,0.0,1.5102827032054373
multiseq_overlap_region_proxy_plain_lstm_seed7,plain_lstm,none,multiseq_overlap_region_proxy,7,2,6,8,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_plain_lstm_seed7\summary.json,25.75912453067358,5.067331839175451,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,,0.6931471805599453,1.0,,,0.0,1.5102827032054373
multiseq_overlap_region_proxy_plain_lstm_seed8,plain_lstm,none,multiseq_overlap_region_proxy,8,2,6,10,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_plain_lstm_seed8\summary.json,29.067233253315386,5.3816438515981035,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,,0.6931471805599453,1.0,,,0.0,1.5102827032054373
multiseq_overlap_region_proxy_plain_lstm_seed9,plain_lstm,none,multiseq_overlap_region_proxy,9,2,6,8,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_plain_lstm_seed9\summary.json,30.26352411588412,5.492717334024963,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,,0.6931471805599453,1.0,,,0.0,1.5102827032054373
multiseq_overlap_region_proxy_uniform_lag_seed0,cmdl,uniform_lag,multiseq_overlap_region_proxy,0,2,6,10,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed0\summary.json,25.028821792260494,4.997817402794247,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,2.1457672119140625e-06,0.6931471805599453,1.0,0.18401987980994583,0.0006069829487033163,0.0,1.5102827032054373
multiseq_overlap_region_proxy_uniform_lag_seed1,cmdl,uniform_lag,multiseq_overlap_region_proxy,1,2,6,12,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed1\summary.json,27.500310088616146,5.239278124911444,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,7.152557373046875e-07,0.6931471805599453,1.0,0.19464957784349426,0.04054466005426671,0.0,1.5102827032054373
multiseq_overlap_region_proxy_uniform_lag_seed10,cmdl,uniform_lag,multiseq_overlap_region_proxy,10,2,6,10,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed10\summary.json,25.400512251428154,5.031099046979632,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,1.9073486328125e-06,0.6931471805599453,1.0,0.3283849587868821,0.5058975625420911,0.0,1.5102827032054373
multiseq_overlap_region_proxy_uniform_lag_seed11,cmdl,uniform_lag,multiseq_overlap_region_proxy,11,2,6,10,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed11\summary.json,35.6994699396444,5.948525381939752,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,8.344650268554688e-07,0.6931471805599453,1.0,0.07953663264960198,0.20736975614329411,0.0,1.5102827032054373
multiseq_overlap_region_proxy_uniform_lag_seed12,cmdl,uniform_lag,multiseq_overlap_region_proxy,12,2,6,10,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed12\summary.json,28.403250690534463,5.32344894465946,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,3.6954879760742188e-06,0.6931471805599453,1.0,0.2996338774909454,0.39159910873576353,0.0,1.5102827032054373
multiseq_overlap_region_proxy_uniform_lag_seed13,cmdl,uniform_lag,multiseq_overlap_region_proxy,13,2,6,10,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed13\summary.json,29.86329872685914,5.4547752766382125,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,0.0012888908386230469,0.6931471805599453,1.0,0.032501015350183605,0.0025076933072102348,0.0,1.5102827032054373
multiseq_overlap_region_proxy_uniform_lag_seed14,cmdl,uniform_lag,multiseq_overlap_region_proxy,14,2,6,11,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed14\summary.json,28.265090559437027,5.310548003230776,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,3.5762786865234375e-07,0.6931471805599453,1.0,0.08802624692959282,4.0585017898386866e-05,0.0,1.5102827032054373
multiseq_overlap_region_proxy_uniform_lag_seed15,cmdl,uniform_lag,multiseq_overlap_region_proxy,15,2,6,4,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed15\summary.json,28.413086994771437,5.316339380684353,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,1.1920928955078125e-07,0.6931471805599453,1.0,0.25813576825249124,0.013691898801711844,0.0,1.5102827032054373
multiseq_overlap_region_proxy_uniform_lag_seed16,cmdl,uniform_lag,multiseq_overlap_region_proxy,16,2,6,7,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed16\summary.json,25.168374501274325,5.009123441718874,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,3.0994415283203125e-06,0.6931471805599453,1.0,0.256318269142422,0.008503946031794052,0.0,1.5102827032054373
multiseq_overlap_region_proxy_uniform_lag_seed17,cmdl,uniform_lag,multiseq_overlap_region_proxy,17,2,6,10,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed17\summary.json,24.53483331987647,4.943707786855244,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,5.7220458984375e-06,0.6931471805599453,1.0,0.4821780016051045,0.630816256014217,0.0,1.5102827032054373
multiseq_overlap_region_proxy_uniform_lag_seed18,cmdl,uniform_lag,multiseq_overlap_region_proxy,18,2,6,11,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed18\summary.json,27.71096612497775,5.256707841441745,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,0.7345126867294312,0.6931471805599453,1.0,0.1573473100344287,0.28507178869516325,0.0,1.5102827032054373
multiseq_overlap_region_proxy_uniform_lag_seed19,cmdl,uniform_lag,multiseq_overlap_region_proxy,19,2,6,10,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed19\summary.json,32.51404711470268,5.691107273811386,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,0.0024143457412719727,0.6931471805599453,1.0,0.2830402180109673,0.0015428955045930781,0.0,1.5102827032054373
multiseq_overlap_region_proxy_uniform_lag_seed2,cmdl,uniform_lag,multiseq_overlap_region_proxy,2,2,6,9,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed2\summary.json,25.566362681507556,5.046078994160607,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,3.5762786865234375e-07,0.6931471805599453,1.0,0.38294558914820326,0.7110209824037687,0.0,1.5102827032054373
